ReportDate,Region,Commodity,ProjEstFlag,total_supply
February 2023,N. Africa,Wheat,Est.,31.67
February 2023,Nigeria,Wheat,Est.,0.88
February 2023,Russia,Wheat,Est.,86.53999999999999
February 2023,Sel. Mideast,Wheat,Est.,26.810000000000002
February 2023,Southeast Asia,Wheat,Est.,4.95
February 2023,Total Foreign,Wheat,Est.,1001.5899999999999
February 2023,Ukraine,Wheat,Est.,34.519999999999996
February 2023,United Kingdom,Wheat,Est.,15.41
February 2023,United States,Wheat,Est.,67.8
February 2023,World,Wheat,Est.,1069.39
February 2023,World Less China,Wheat,Est.,788.3199999999999
March 2023,Argentina,Coarse Grain,Est.,61.22
March 2023,Australia,Coarse Grain,Est.,22.2
March 2023,Brazil,Coarse Grain,Est.,125.22
March 2023,Canada,Coarse Grain,Est.,28.75
March 2023,China,Coarse Grain,Est.,488.31000000000006
March 2023,European Union,Coarse Grain,Est.,169.03
March 2023,Japan,Coarse Grain,Est.,1.9
March 2023,Major Exporters,Coarse Grain,Est.,352.22
March 2023,Major Importers,Coarse Grain,Est.,284.49
March 2023,Mexico,Coarse Grain,Est.,36.39
March 2023,N. Afr & Mideast,Coarse Grain,Est.,36.38
March 2023,Russia,Coarse Grain,Est.,40.44
March 2023,Saudi Arabia,Coarse Grain,Est.,1.53
March 2023,South Korea,Coarse Grain,Est.,2.24
March 2023,Southeast Asia,Coarse Grain,Est.,36.19
March 2023,Total Foreign,Coarse Grain,Est.,1393.6000000000001
March 2023,Ukraine,Coarse Grain,Est.,55.16
March 2023,United States,Coarse Grain,Est.,431.71999999999997
March 2023,World,Coarse Grain,Est.,1825.3200000000002
March 2023,World Less China,Coarse Grain,Est.,1337.02
March 2023,Argentina,Corn,Est.,50.68
March 2023,Brazil,Corn,Est.,120.15
March 2023,Canada,Corn,Est.,16.78
March 2023,China,Corn,Est.,478.25
March 2023,Egypt,Corn,Est.,8.8
March 2023,European Union,Corn,Est.,78.86
March 2023,Japan,Corn,Est.,1.43
March 2023,Major Exporters,Corn,Est.,248.03
March 2023,Major Importers,Corn,Est.,157.99
March 2023,Mexico,Corn,Est.,29.840000000000003
March 2023,Russia,Corn,Est.,15.98
March 2023,South Africa,Corn,Est.,18.26
March 2023,South Korea,Corn,Est.,2.12
March 2023,Southeast Asia,Corn,Est.,36.13
March 2023,Total Foreign,Corn,Est.,1094.6
March 2023,Ukraine,Corn,Est.,42.96
March 2023,United States,Corn,Est.,414.25
March 2023,World,Corn,Est.,1508.86
March 2023,World Less China,Corn,Est.,1030.5900000000001
March 2023,Afr. Fr. Zone,Cotton,Est.,7.720000000000001
March 2023,Australia,Cotton,Est.,8.26
March 2023,Bangladesh,Cotton,Est.,2.6
March 2023,Brazil,Cotton,Est.,22.84
March 2023,Central Asia,Cotton,Est.,8.09
March 2023,China,Cotton,Est.,64.59
March 2023,European Union,Cotton,Est.,2.04
March 2023,India,Cotton,Est.,36.339999999999996
March 2023,Indonesia,Cotton,Est.,0.5
March 2023,Major Exporters,Cotton,Est.,88.17
March 2023,Major Importers,Cotton,Est.,87.52
March 2023,Mexico,Cotton,Est.,1.67
March 2023,Pakistan,Cotton,Est.,8.17
March 2023,S. Hemis.,Cotton,Est.,35.260000000000005
March 2023,Thailand,Cotton,Est.,0.08
March 2023,Total Foreign,Cotton,Est.,181.51
March 2023,Turkey,Cotton,Est.,6.51
March 2023,United States,Cotton,Est.,20.669999999999998
March 2023,Vietnam,Cotton,Est.,1.09
March 2023,World,Cotton,Est.,202.18
March 2023,World Less China,Cotton,Est.,137.59
March 2023,Brazil,Rice,Est.,8.51
March 2023,Burma,Rice,Est.,13.66
March 2023,C. Amer & Carib,Rice,Est.,2.19
March 2023,China,Rice,Est.,265.49
March 2023,Egypt,Rice,Est.,4.06
March 2023,European Union,Rice,Est.,2.4
March 2023,India,Rice,Est.,166.47
March 2023,Indonesia,Rice,Est.,37.46
March 2023,Japan,Rice,Est.,9.61
March 2023,Major Exporters,Rice,Est.,244.60999999999999
March 2023,Major Importers,Rice,Est.,370.21
March 2023,Mexico,Rice,Est.,0.38
March 2023,Nigeria,Rice,Est.,6.949999999999999
March 2023,Pakistan,Rice,Est.,11.21
March 2023,Philippines,Rice,Est.,16.299999999999997
March 2023,Sel. Mideast,Rice,Est.,3.0999999999999996
March 2023,South Korea,Rice,Est.,4.9
March 2023,Thailand,Rice,Est.,23.86
March 2023,Total Foreign,Rice,Est.,695.15
March 2023,United States,Rice,Est.,7.47
March 2023,Vietnam,Rice,Est.,29.41
March 2023,World,Rice,Est.,702.62
March 2023,World Less China,Rice,Est.,437.13
March 2023,Argentina,Soybean Meal,Est.,32.58
March 2023,Brazil,Soybean Meal,Est.,43.150000000000006
March 2023,China,Soybean Meal,Est.,69.3
March 2023,European Union,Soybean Meal,Est.,12.72
March 2023,India,Soybean Meal,Est.,6.99
March 2023,Major Exporters,Soybean Meal,Est.,82.71000000000001
March 2023,Major Importers,Soybean Meal,Est.,24.6
March 2023,Mexico,Soybean Meal,Est.,5.22
March 2023,Southeast Asia,Soybean Meal,Est.,4.57
March 2023,Total Foreign,Soybean Meal,Est.,212.85
March 2023,United States,Soybean Meal,Est.,47.32
March 2023,World,Soybean Meal,Est.,260.17
March 2023,World Less China,Soybean Meal,Est.,190.87
March 2023,Argentina,Soybean Oil,Est.,7.96
March 2023,Brazil,Soybean Oil,Est.,10.17
March 2023,China,Soybean Oil,Est.,16.71
March 2023,European Union,Soybean Oil,Est.,3.37
March 2023,India,Soybean Oil,Est.,1.79
March 2023,Major Exporters,Soybean Oil,Est.,21.96
March 2023,Major Importers,Soybean Oil,Est.,20.560000000000002
March 2023,North Africa,Soybean Oil,Est.,1.55
March 2023,Total Foreign,Soybean Oil,Est.,51.48
March 2023,United States,Soybean Oil,Est.,12.83
March 2023,World,Soybean Oil,Est.,64.31
March 2023,World Less China,Soybean Oil,Est.,47.59
March 2023,Argentina,"Oilseed, Soybean",Est.,68.96
March 2023,Brazil,"Oilseed, Soybean",Est.,158.9
March 2023,China,"Oilseed, Soybean",Est.,47.55
March 2023,European Union,"Oilseed, Soybean",Est.,4.27
March 2023,Major Exporters,"Oilseed, Soybean",Est.,236.03
March 2023,Major Importers,"Oilseed, Soybean",Est.,54.72
March 2023,Mexico,"Oilseed, Soybean",Est.,0.75
March 2023,Paraguay,"Oilseed, Soybean",Est.,4.66
March 2023,Southeast Asia,"Oilseed, Soybean",Est.,1.73
March 2023,Total Foreign,"Oilseed, Soybean",Est.,329.65000000000003
March 2023,United States,"Oilseed, Soybean",Est.,128.52
March 2023,World,"Oilseed, Soybean",Est.,458.16999999999996
March 2023,World Less China,"Oilseed, Soybean",Est.,410.64
March 2023,Argentina,Wheat,Est.,24.47
March 2023,Australia,Wheat,Est.,39.260000000000005
March 2023,Bangladesh,Wheat,Est.,3.27
March 2023,Brazil,Wheat,Est.,9.61
March 2023,Canada,Wheat,Est.,28.37
March 2023,China,Wheat,Est.,276.07
March 2023,European Union,Wheat,Est.,148.92
March 2023,India,Wheat,Est.,137.39000000000001
March 2023,Japan,Wheat,Est.,2.17
March 2023,Kazakhstan,Wheat,Est.,13.290000000000001
March 2023,Major Exporters,Wheat,Est.,362.07
March 2023,Major Importers,Wheat,Est.,380.27
March 2023,N. Africa,Wheat,Est.,31.67
March 2023,Nigeria,Wheat,Est.,0.88
March 2023,Russia,Wheat,Est.,86.53999999999999
March 2023,Sel. Mideast,Wheat,Est.,26.810000000000002
March 2023,Southeast Asia,Wheat,Est.,4.95
March 2023,Total Foreign,Wheat,Est.,996.3499999999999
March 2023,Ukraine,Wheat,Est.,34.519999999999996
March 2023,United Kingdom,Wheat,Est.,15.41
March 2023,United States,Wheat,Est.,67.8
March 2023,World,Wheat,Est.,1064.15
March 2023,World Less China,Wheat,Est.,788.0799999999999
April 2023,Argentina,Coarse Grain,Est.,61.22
April 2023,Australia,Coarse Grain,Est.,22.2
April 2023,Brazil,Coarse Grain,Est.,125.22
April 2023,Canada,Coarse Grain,Est.,28.75
April 2023,China,Coarse Grain,Est.,488.31000000000006
April 2023,European Union,Coarse Grain,Est.,169.39000000000001
April 2023,Japan,Coarse Grain,Est.,1.9
April 2023,Major Exporters,Coarse Grain,Est.,352.22
April 2023,Major Importers,Coarse Grain,Est.,284.79
April 2023,Mexico,Coarse Grain,Est.,36.39
April 2023,N. Afr & Mideast,Coarse Grain,Est.,36.38
April 2023,Russia,Coarse Grain,Est.,40.44
April 2023,Saudi Arabia,Coarse Grain,Est.,1.48
April 2023,South Korea,Coarse Grain,Est.,2.23
April 2023,Southeast Asia,Coarse Grain,Est.,36.19
April 2023,Total Foreign,Coarse Grain,Est.,1394.6100000000001
April 2023,Ukraine,Coarse Grain,Est.,55.16
April 2023,United States,Coarse Grain,Est.,431.71999999999997
April 2023,World,Coarse Grain,Est.,1826.3400000000001
April 2023,World Less China,Coarse Grain,Est.,1338.02
April 2023,Argentina,Corn,Est.,50.68
April 2023,Brazil,Corn,Est.,120.15
April 2023,Canada,Corn,Est.,16.78
April 2023,China,Corn,Est.,478.25
April 2023,Egypt,Corn,Est.,8.8
April 2023,European Union,Corn,Est.,79.25
April 2023,Japan,Corn,Est.,1.43
April 2023,Major Exporters,Corn,Est.,248.03
April 2023,Major Importers,Corn,Est.,158.37
April 2023,Mexico,Corn,Est.,29.840000000000003
April 2023,Russia,Corn,Est.,15.98
April 2023,South Africa,Corn,Est.,18.26
April 2023,South Korea,Corn,Est.,2.11
April 2023,Southeast Asia,Corn,Est.,36.13
April 2023,Total Foreign,Corn,Est.,1095.58
April 2023,Ukraine,Corn,Est.,42.96
April 2023,United States,Corn,Est.,414.25
April 2023,World,Corn,Est.,1509.83
April 2023,World Less China,Corn,Est.,1031.5700000000002
April 2023,Afr. Fr. Zone,Cotton,Est.,7.720000000000001
April 2023,Australia,Cotton,Est.,8.36
April 2023,Bangladesh,Cotton,Est.,2.6
April 2023,Brazil,Cotton,Est.,22.84
April 2023,Central Asia,Cotton,Est.,8.09
April 2023,China,Cotton,Est.,64.59
April 2023,European Union,Cotton,Est.,2.04
April 2023,India,Cotton,Est.,36.339999999999996
April 2023,Indonesia,Cotton,Est.,0.5
April 2023,Major Exporters,Cotton,Est.,88.27000000000001
April 2023,Major Importers,Cotton,Est.,87.52
April 2023,Mexico,Cotton,Est.,1.67
April 2023,Pakistan,Cotton,Est.,8.17
April 2023,S. Hemis.,Cotton,Est.,35.36
April 2023,Thailand,Cotton,Est.,0.08
April 2023,Total Foreign,Cotton,Est.,181.64
April 2023,Turkey,Cotton,Est.,6.51
April 2023,United States,Cotton,Est.,20.669999999999998
April 2023,Vietnam,Cotton,Est.,1.09
April 2023,World,Cotton,Est.,202.31
April 2023,World Less China,Cotton,Est.,137.72
April 2023,Brazil,Rice,Est.,8.51
April 2023,Burma,Rice,Est.,13.66
April 2023,C. Amer & Carib,Rice,Est.,2.19
April 2023,China,Rice,Est.,265.49
April 2023,Egypt,Rice,Est.,4.06
April 2023,European Union,Rice,Est.,2.41
April 2023,India,Rice,Est.,166.47
April 2023,Indonesia,Rice,Est.,37.46
April 2023,Japan,Rice,Est.,9.58
April 2023,Major Exporters,Rice,Est.,244.60999999999999
April 2023,Major Importers,Rice,Est.,368.82
April 2023,Mexico,Rice,Est.,0.38
April 2023,Nigeria,Rice,Est.,6.949999999999999
April 2023,Pakistan,Rice,Est.,11.21
April 2023,Philippines,Rice,Est.,14.899999999999999
April 2023,Sel. Mideast,Rice,Est.,3.0999999999999996
April 2023,South Korea,Rice,Est.,4.9
April 2023,Thailand,Rice,Est.,23.86
April 2023,Total Foreign,Rice,Est.,693.6899999999999
April 2023,United States,Rice,Est.,7.47
April 2023,Vietnam,Rice,Est.,29.41
April 2023,World,Rice,Est.,701.1600000000001
April 2023,World Less China,Rice,Est.,435.67
April 2023,Argentina,Soybean Meal,Est.,32.58
April 2023,Brazil,Soybean Meal,Est.,43.370000000000005
April 2023,China,Soybean Meal,Est.,69.3
April 2023,European Union,Soybean Meal,Est.,12.71
April 2023,India,Soybean Meal,Est.,6.99
April 2023,Major Exporters,Soybean Meal,Est.,82.93
April 2023,Major Importers,Soybean Meal,Est.,25.51
April 2023,Mexico,Soybean Meal,Est.,5.22
April 2023,Southeast Asia,Soybean Meal,Est.,5.59
April 2023,Total Foreign,Soybean Meal,Est.,214.60999999999999
April 2023,United States,Soybean Meal,Est.,47.32
April 2023,World,Soybean Meal,Est.,261.92
April 2023,World Less China,Soybean Meal,Est.,192.61999999999998
April 2023,Argentina,Soybean Oil,Est.,7.96
April 2023,Brazil,Soybean Oil,Est.,10.23
April 2023,China,Soybean Oil,Est.,16.71
April 2023,European Union,Soybean Oil,Est.,3.37
April 2023,India,Soybean Oil,Est.,1.8
April 2023,Major Exporters,Soybean Oil,Est.,22.02
April 2023,Major Importers,Soybean Oil,Est.,20.509999999999998
April 2023,North Africa,Soybean Oil,Est.,1.5499999999999998
April 2023,Total Foreign,Soybean Oil,Est.,51.67
April 2023,United States,Soybean Oil,Est.,12.83
April 2023,World,Soybean Oil,Est.,64.5
April 2023,World Less China,Soybean Oil,Est.,47.79
April 2023,Argentina,"Oilseed, Soybean",Est.,68.96
April 2023,Brazil,"Oilseed, Soybean",Est.,160.07999999999998
April 2023,China,"Oilseed, Soybean",Est.,47.55
April 2023,European Union,"Oilseed, Soybean",Est.,4.33
April 2023,Major Exporters,"Oilseed, Soybean",Est.,237.20999999999998
April 2023,Major Importers,"Oilseed, Soybean",Est.,54.75
April 2023,Mexico,"Oilseed, Soybean",Est.,0.75
April 2023,Paraguay,"Oilseed, Soybean",Est.,4.66
April 2023,Southeast Asia,"Oilseed, Soybean",Est.,1.72
April 2023,Total Foreign,"Oilseed, Soybean",Est.,331.63
April 2023,United States,"Oilseed, Soybean",Est.,128.52
April 2023,World,"Oilseed, Soybean",Est.,460.15
April 2023,World Less China,"Oilseed, Soybean",Est.,412.60999999999996
April 2023,Argentina,Wheat,Est.,24.47
April 2023,Australia,Wheat,Est.,39.260000000000005
April 2023,Bangladesh,Wheat,Est.,3.2300000000000004
April 2023,Brazil,Wheat,Est.,9.61
April 2023,Canada,Wheat,Est.,28.37
April 2023,China,Wheat,Est.,276.07
April 2023,European Union,Wheat,Est.,148.94
April 2023,India,Wheat,Est.,137.39000000000001
April 2023,Japan,Wheat,Est.,2.17
April 2023,Kazakhstan,Wheat,Est.,13.290000000000001
April 2023,Major Exporters,Wheat,Est.,362.1
April 2023,Major Importers,Wheat,Est.,379.53
April 2023,N. Africa,Wheat,Est.,31.67
April 2023,Nigeria,Wheat,Est.,0.88
April 2023,Russia,Wheat,Est.,86.53999999999999
April 2023,Sel. Mideast,Wheat,Est.,26.62
April 2023,Southeast Asia,Wheat,Est.,4.45
April 2023,Total Foreign,Wheat,Est.,997.6500000000001
April 2023,Ukraine,Wheat,Est.,34.519999999999996
April 2023,United Kingdom,Wheat,Est.,15.41
April 2023,United States,Wheat,Est.,67.8
April 2023,World,Wheat,Est.,1065.46
April 2023,World Less China,Wheat,Est.,789.39
May 2023,Argentina,Coarse Grain,Est.,48.2
May 2023,Australia,Coarse Grain,Est.,22.270000000000003
May 2023,Brazil,Coarse Grain,Est.,139.1
May 2023,Canada,Coarse Grain,Est.,34.25
May 2023,China,Coarse Grain,Est.,495.27
May 2023,European Union,Coarse Grain,Est.,151.83
May 2023,Japan,Coarse Grain,Est.,1.84
May 2023,Major Exporters,Coarse Grain,Est.,350.17
May 2023,Major Importers,Coarse Grain,Est.,267.66
May 2023,Mexico,Coarse Grain,Est.,37.38
May 2023,N. Afr & Mideast,Coarse Grain,Est.,37.86
May 2023,Russia,Coarse Grain,Est.,45.980000000000004
May 2023,Saudi Arabia,Coarse Grain,Est.,1.5499999999999998
May 2023,South Korea,Coarse Grain,Est.,2.23
May 2023,Southeast Asia,Coarse Grain,Est.,34.21
May 2023,Total Foreign,Coarse Grain,Est.,1380.6699999999998
May 2023,Ukraine,Coarse Grain,Est.,41.230000000000004
May 2023,United States,Coarse Grain,Est.,396.05
May 2023,World,Coarse Grain,Est.,1776.7199999999998
May 2023,World Less China,Coarse Grain,Est.,1281.4499999999998
May 2023,Argentina,Corn,Est.,38.5
May 2023,Brazil,Corn,Est.,133.97
May 2023,Canada,Corn,Est.,17.29
May 2023,China,Corn,Est.,486.34
May 2023,Egypt,Corn,Est.,9.0
May 2023,European Union,Corn,Est.,64.18
May 2023,Japan,Corn,Est.,1.4
May 2023,Major Exporters,Corn,Est.,240.68
May 2023,Major Importers,Corn,Est.,142.4
May 2023,Mexico,Corn,Est.,30.76
May 2023,Russia,Corn,Est.,16.76
May 2023,South Africa,Corn,Est.,18.36
May 2023,South Korea,Corn,Est.,2.15
May 2023,Southeast Asia,Corn,Est.,34.15
May 2023,Total Foreign,Corn,Est.,1074.6200000000001
May 2023,Ukraine,Corn,Est.,33.09
May 2023,United States,Corn,Est.,383.73
May 2023,World,Corn,Est.,1458.35
May 2023,World Less China,Corn,Est.,972.01
May 2023,Afr. Fr. Zone,Cotton,Est.,6.3
May 2023,Australia,Cotton,Est.,10.46
May 2023,Bangladesh,Cotton,Est.,2.48
May 2023,Brazil,Cotton,Est.,24.84
May 2023,Central Asia,Cotton,Est.,8.15
May 2023,China,Cotton,Est.,69.26
May 2023,European Union,Cotton,Est.,1.94
May 2023,India,Cotton,Est.,33.1
May 2023,Indonesia,Cotton,Est.,0.46
May 2023,Major Exporters,Cotton,Est.,87.74
May 2023,Major Importers,Cotton,Est.,90.99000000000001
May 2023,Mexico,Cotton,Est.,1.9500000000000002
May 2023,Pakistan,Cotton,Est.,5.83
May 2023,S. Hemis.,Cotton,Est.,39.31999999999999
May 2023,Thailand,Cotton,Est.,0.15
May 2023,Total Foreign,Cotton,Est.,184.3
May 2023,Turkey,Cotton,Est.,7.67
May 2023,United States,Cotton,Est.,18.22
May 2023,Vietnam,Cotton,Est.,1.02
May 2023,World,Cotton,Est.,202.51999999999998
May 2023,World Less China,Cotton,Est.,133.26
May 2023,Brazil,Rice,Est.,7.7
May 2023,Burma,Rice,Est.,12.780000000000001
May 2023,C. Amer & Carib,Rice,Est.,2.11
May 2023,China,Rice,Est.,258.95
May 2023,Egypt,Rice,Est.,4.21
May 2023,European Union,Rice,Est.,2.25
May 2023,India,Rice,Est.,166.0
May 2023,Indonesia,Rice,Est.,36.9
May 2023,Japan,Rice,Est.,9.43
May 2023,Major Exporters,Rice,Est.,239.99
May 2023,Major Importers,Rice,Est.,364.27
May 2023,Mexico,Rice,Est.,0.28
May 2023,Nigeria,Rice,Est.,7.41
May 2023,Pakistan,Rice,Est.,8.15
May 2023,Philippines,Rice,Est.,15.7
May 2023,Sel. Mideast,Rice,Est.,3.24
May 2023,South Korea,Rice,Est.,5.09
May 2023,Thailand,Rice,Est.,23.7
May 2023,Total Foreign,Rice,Est.,684.34
May 2023,United States,Rice,Est.,6.35
May 2023,Vietnam,Rice,Est.,29.35
May 2023,World,Rice,Est.,690.69
May 2023,World Less China,Rice,Est.,431.75
May 2023,Argentina,Soybean Meal,Est.,27.37
May 2023,Brazil,Soybean Meal,Est.,44.879999999999995
May 2023,China,Soybean Meal,Est.,72.07
May 2023,European Union,Soybean Meal,Est.,12.18
May 2023,India,Soybean Meal,Est.,8.33
May 2023,Major Exporters,Soybean Meal,Est.,80.58
May 2023,Major Importers,Soybean Meal,Est.,24.81
May 2023,Mexico,Soybean Meal,Est.,5.29
May 2023,Southeast Asia,Soybean Meal,Est.,5.33
May 2023,Total Foreign,Soybean Meal,Est.,213.92
May 2023,United States,Soybean Meal,Est.,47.88
May 2023,World,Soybean Meal,Est.,261.79
May 2023,World Less China,Soybean Meal,Est.,189.72
May 2023,Argentina,Soybean Oil,Est.,6.74
May 2023,Brazil,Soybean Oil,Est.,10.67
May 2023,China,Soybean Oil,Est.,16.57
May 2023,European Union,Soybean Oil,Est.,3.34
May 2023,India,Soybean Oil,Est.,1.98
May 2023,Major Exporters,Soybean Oil,Est.,21.33
May 2023,Major Importers,Soybean Oil,Est.,20.150000000000002
May 2023,North Africa,Soybean Oil,Est.,1.19
May 2023,Total Foreign,Soybean Oil,Est.,50.81
May 2023,United States,Soybean Oil,Est.,12.780000000000001
May 2023,World,Soybean Oil,Est.,63.59
May 2023,World Less China,Soybean Oil,Est.,47.03
May 2023,Argentina,"Oilseed, Soybean",Est.,50.9
May 2023,Brazil,"Oilseed, Soybean",Est.,182.6
May 2023,China,"Oilseed, Soybean",Est.,50.6
May 2023,European Union,"Oilseed, Soybean",Est.,4.0600000000000005
May 2023,Major Exporters,"Oilseed, Soybean",Est.,243.91
May 2023,Major Importers,"Oilseed, Soybean",Est.,56.790000000000006
May 2023,Mexico,"Oilseed, Soybean",Est.,0.48
May 2023,Paraguay,"Oilseed, Soybean",Est.,8.98
May 2023,Southeast Asia,"Oilseed, Soybean",Est.,1.18
May 2023,Total Foreign,"Oilseed, Soybean",Est.,345.24
May 2023,United States,"Oilseed, Soybean",Est.,123.85
May 2023,World,"Oilseed, Soybean",Est.,469.09000000000003
May 2023,World Less China,"Oilseed, Soybean",Est.,418.49
May 2023,Argentina,Wheat,Est.,14.48
May 2023,Australia,Wheat,Est.,42.45
May 2023,Bangladesh,Wheat,Est.,2.41
May 2023,Brazil,Wheat,Est.,11.58
May 2023,Canada,Wheat,Est.,37.480000000000004
May 2023,China,Wheat,Est.,274.48
May 2023,European Union,Wheat,Est.,147.66
May 2023,India,Wheat,Est.,123.5
May 2023,Japan,Wheat,Est.,2.2199999999999998
May 2023,Kazakhstan,Wheat,Est.,17.889999999999997
May 2023,Major Exporters,Wheat,Est.,372.34000000000003
May 2023,Major Importers,Wheat,Est.,376.83000000000004
May 2023,N. Africa,Wheat,Est.,28.299999999999997
May 2023,Nigeria,Wheat,Est.,0.73
May 2023,Russia,Wheat,Est.,104.09
May 2023,Sel. Mideast,Wheat,Est.,27.03
May 2023,Southeast Asia,Wheat,Est.,4.62
May 2023,Total Foreign,Wheat,Est.,997.02
May 2023,Ukraine,Wheat,Est.,26.169999999999998
May 2023,United Kingdom,Wheat,Est.,17.39
May 2023,United States,Wheat,Est.,63.91
May 2023,World,Wheat,Est.,1060.93
May 2023,World Less China,Wheat,Est.,786.4499999999999
June 2023,Argentina,Coarse Grain,Est.,46.230000000000004
June 2023,Australia,Coarse Grain,Est.,22.28
June 2023,Brazil,Coarse Grain,Est.,141.1
June 2023,Canada,Coarse Grain,Est.,34.25
June 2023,China,Coarse Grain,Est.,495.27
June 2023,European Union,Coarse Grain,Est.,151.73000000000002
June 2023,Japan,Coarse Grain,Est.,1.84
June 2023,Major Exporters,Coarse Grain,Est.,351.74
June 2023,Major Importers,Coarse Grain,Est.,266.49
June 2023,Mexico,Coarse Grain,Est.,36.28
June 2023,N. Afr & Mideast,Coarse Grain,Est.,37.88
June 2023,Russia,Coarse Grain,Est.,45.980000000000004
June 2023,Saudi Arabia,Coarse Grain,Est.,1.5499999999999998
June 2023,South Korea,Coarse Grain,Est.,2.23
June 2023,Southeast Asia,Coarse Grain,Est.,34.21
June 2023,Total Foreign,Coarse Grain,Est.,1384.09
June 2023,Ukraine,Coarse Grain,Est.,42.730000000000004
June 2023,United States,Coarse Grain,Est.,396.05
June 2023,World,Coarse Grain,Est.,1780.1399999999999
June 2023,World Less China,Coarse Grain,Est.,1284.86
June 2023,Argentina,Corn,Est.,36.5
June 2023,Brazil,Corn,Est.,135.97
June 2023,Canada,Corn,Est.,17.29
June 2023,China,Corn,Est.,486.34
June 2023,Egypt,Corn,Est.,9.0
June 2023,European Union,Corn,Est.,64.18
June 2023,Japan,Corn,Est.,1.4
June 2023,Major Exporters,Corn,Est.,242.22000000000003
June 2023,Major Importers,Corn,Est.,141.29999999999998
June 2023,Mexico,Corn,Est.,29.66
June 2023,Russia,Corn,Est.,16.76
June 2023,South Africa,Corn,Est.,18.41
June 2023,South Korea,Corn,Est.,2.15
June 2023,Southeast Asia,Corn,Est.,34.15
June 2023,Total Foreign,Corn,Est.,1076.88
June 2023,Ukraine,Corn,Est.,34.59
June 2023,United States,Corn,Est.,383.73
June 2023,World,Corn,Est.,1460.6100000000001
June 2023,World Less China,Corn,Est.,974.27
June 2023,Afr. Fr. Zone,Cotton,Est.,5.56
June 2023,Australia,Cotton,Est.,10.46
June 2023,Bangladesh,Cotton,Est.,2.48
June 2023,Brazil,Cotton,Est.,25.04
June 2023,Central Asia,Cotton,Est.,8.15
June 2023,China,Cotton,Est.,69.26
June 2023,European Union,Cotton,Est.,1.94
June 2023,India,Cotton,Est.,33.6
June 2023,Indonesia,Cotton,Est.,0.46
June 2023,Major Exporters,Cotton,Est.,87.7
June 2023,Major Importers,Cotton,Est.,90.99000000000001
June 2023,Mexico,Cotton,Est.,1.9500000000000002
June 2023,Pakistan,Cotton,Est.,5.83
June 2023,S. Hemis.,Cotton,Est.,39.519999999999996
June 2023,Thailand,Cotton,Est.,0.15
June 2023,Total Foreign,Cotton,Est.,184.26
June 2023,Turkey,Cotton,Est.,7.67
June 2023,United States,Cotton,Est.,18.22
June 2023,Vietnam,Cotton,Est.,1.02
June 2023,World,Cotton,Est.,202.48
June 2023,World Less China,Cotton,Est.,133.22
June 2023,Brazil,Rice,Est.,7.7
June 2023,Burma,Rice,Est.,12.780000000000001
June 2023,C. Amer & Carib,Rice,Est.,2.11
June 2023,China,Rice,Est.,258.95
June 2023,Egypt,Rice,Est.,4.21
June 2023,European Union,Rice,Est.,2.25
June 2023,India,Rice,Est.,170.0
June 2023,Indonesia,Rice,Est.,36.9
June 2023,Japan,Rice,Est.,9.43
June 2023,Major Exporters,Rice,Est.,243.99
June 2023,Major Importers,Rice,Est.,364.27
June 2023,Mexico,Rice,Est.,0.28
June 2023,Nigeria,Rice,Est.,7.41
June 2023,Pakistan,Rice,Est.,8.15
June 2023,Philippines,Rice,Est.,15.7
June 2023,Sel. Mideast,Rice,Est.,3.24
June 2023,South Korea,Rice,Est.,5.09
June 2023,Thailand,Rice,Est.,23.7
June 2023,Total Foreign,Rice,Est.,688.54
June 2023,United States,Rice,Est.,6.35
June 2023,Vietnam,Rice,Est.,29.35
June 2023,World,Rice,Est.,694.9
June 2023,World Less China,Rice,Est.,435.95
June 2023,Argentina,Soybean Meal,Est.,26.2
June 2023,Brazil,Soybean Meal,Est.,45.08
June 2023,China,Soybean Meal,Est.,72.07
June 2023,European Union,Soybean Meal,Est.,12.209999999999999
June 2023,India,Soybean Meal,Est.,8.42
June 2023,Major Exporters,Soybean Meal,Est.,79.7
June 2023,Major Importers,Soybean Meal,Est.,24.85
June 2023,Mexico,Soybean Meal,Est.,5.29
June 2023,Southeast Asia,Soybean Meal,Est.,5.33
June 2023,Total Foreign,Soybean Meal,Est.,213.08
June 2023,United States,Soybean Meal,Est.,47.97
June 2023,World,Soybean Meal,Est.,261.04
June 2023,World Less China,Soybean Meal,Est.,188.97
June 2023,Argentina,Soybean Oil,Est.,6.449999999999999
June 2023,Brazil,Soybean Oil,Est.,10.71
June 2023,China,Soybean Oil,Est.,16.57
June 2023,European Union,Soybean Oil,Est.,3.34
June 2023,India,Soybean Oil,Est.,1.99
June 2023,Major Exporters,Soybean Oil,Est.,21.09
June 2023,Major Importers,Soybean Oil,Est.,20.16
June 2023,North Africa,Soybean Oil,Est.,1.19
June 2023,Total Foreign,Soybean Oil,Est.,50.6
June 2023,United States,Soybean Oil,Est.,12.780000000000001
June 2023,World,Soybean Oil,Est.,63.39
June 2023,World Less China,Soybean Oil,Est.,46.81
June 2023,Argentina,"Oilseed, Soybean",Est.,48.9
June 2023,Brazil,"Oilseed, Soybean",Est.,183.6
June 2023,China,"Oilseed, Soybean",Est.,50.6
June 2023,European Union,"Oilseed, Soybean",Est.,4.2299999999999995
