ReportDate,Region,Commodity,ProjEstFlag,total_supply
May 2023,Total Foreign,Coarse Grain,Proj.,1393.69
May 2023,Ukraine,Coarse Grain,Proj.,30.910000000000004
May 2023,United States,Coarse Grain,Proj.,440.57
May 2023,World,Coarse Grain,Proj.,1834.26
May 2023,World Less China,Coarse Grain,Proj.,1340.1100000000001
May 2023,Argentina,Corn,Proj.,55.5
May 2023,Brazil,Corn,Proj.,136.97
May 2023,Canada,Corn,Proj.,16.89
May 2023,China,Corn,Proj.,485.32
May 2023,Egypt,Corn,Proj.,9.1
May 2023,European Union,Corn,Proj.,71.78
May 2023,Japan,Corn,Proj.,1.41
May 2023,Major Exporters,Corn,Proj.,251.63
May 2023,Major Importers,Corn,Proj.,149.47
May 2023,Mexico,Corn,Proj.,30.36
May 2023,Russia,Corn,Proj.,17.310000000000002
May 2023,South Africa,Corn,Proj.,18.46
May 2023,South Korea,Corn,Proj.,1.99
May 2023,Southeast Asia,Corn,Proj.,34.2
May 2023,Total Foreign,Corn,Proj.,1093.31
May 2023,Ukraine,Corn,Proj.,23.39
May 2023,United States,Corn,Proj.,423.73
May 2023,World,Corn,Proj.,1517.0400000000002
May 2023,World Less China,Corn,Proj.,1031.72
May 2023,Afr. Fr. Zone,Cotton,Proj.,7.09
May 2023,Australia,Cotton,Proj.,9.94
May 2023,Bangladesh,Cotton,Proj.,2.04
May 2023,Brazil,Cotton,Proj.,28.0
May 2023,Central Asia,Cotton,Proj.,8.57
May 2023,China,Cotton,Proj.,66.94
May 2023,European Union,Cotton,Proj.,1.95
May 2023,India,Cotton,Proj.,35.95
May 2023,Indonesia,Cotton,Proj.,0.35
May 2023,Major Exporters,Cotton,Proj.,94.95
May 2023,Major Importers,Cotton,Proj.,88.38
May 2023,Mexico,Cotton,Proj.,1.9
May 2023,Pakistan,Cotton,Proj.,6.8
May 2023,S. Hemis.,Cotton,Proj.,42.42
May 2023,Thailand,Cotton,Proj.,0.15
May 2023,Total Foreign,Cotton,Proj.,189.32
May 2023,Turkey,Cotton,Proj.,7.13
May 2023,United States,Cotton,Proj.,19.0
May 2023,Vietnam,Cotton,Proj.,0.93
May 2023,World,Cotton,Proj.,208.32
May 2023,World Less China,Cotton,Proj.,141.38
May 2023,Brazil,Rice,Proj.,7.3999999999999995
May 2023,Burma,Rice,Proj.,13.08
May 2023,C. Amer & Carib,Rice,Proj.,2.0700000000000003
May 2023,China,Rice,Proj.,255.9
May 2023,Egypt,Rice,Proj.,4.4399999999999995
May 2023,European Union,Rice,Proj.,2.36
May 2023,India,Rice,Proj.,164.0
May 2023,Indonesia,Rice,Proj.,37.800000000000004
May 2023,Japan,Rice,Proj.,9.25
May 2023,Major Exporters,Rice,Proj.,238.75
May 2023,Major Importers,Rice,Proj.,363.33000000000004
May 2023,Mexico,Rice,Proj.,0.26
May 2023,Nigeria,Rice,Proj.,7.23
May 2023,Pakistan,Rice,Proj.,9.76
May 2023,Philippines,Rice,Proj.,16.0
May 2023,Sel. Mideast,Rice,Proj.,3.41
May 2023,South Korea,Rice,Proj.,5.029999999999999
May 2023,Thailand,Rice,Proj.,23.05
May 2023,Total Foreign,Rice,Proj.,682.71
May 2023,United States,Rice,Proj.,7.0
May 2023,Vietnam,Rice,Proj.,28.85
May 2023,World,Rice,Proj.,689.7
May 2023,World Less China,Rice,Proj.,433.79999999999995
May 2023,Argentina,Soybean Meal,Proj.,30.29
May 2023,Brazil,Soybean Meal,Proj.,46.71
May 2023,China,Soybean Meal,Proj.,75.24
May 2023,European Union,Soybean Meal,Proj.,12.4
May 2023,India,Soybean Meal,Proj.,8.04
May 2023,Major Exporters,Soybean Meal,Proj.,85.03999999999999
May 2023,Major Importers,Soybean Meal,Proj.,25.270000000000003
May 2023,Mexico,Soybean Meal,Proj.,5.3999999999999995
May 2023,Southeast Asia,Soybean Meal,Proj.,5.459999999999999
May 2023,Total Foreign,Soybean Meal,Proj.,223.47
May 2023,United States,Soybean Meal,Proj.,49.65
May 2023,World,Soybean Meal,Proj.,273.12
May 2023,World Less China,Soybean Meal,Proj.,197.88000000000002
May 2023,Argentina,Soybean Oil,Proj.,7.61
May 2023,Brazil,Soybean Oil,Proj.,11.190000000000001
May 2023,China,Soybean Oil,Proj.,17.65
May 2023,European Union,Soybean Oil,Proj.,3.36
May 2023,India,Soybean Oil,Proj.,1.9
May 2023,Major Exporters,Soybean Oil,Proj.,22.85
May 2023,Major Importers,Soybean Oil,Proj.,21.28
May 2023,North Africa,Soybean Oil,Proj.,1.25
May 2023,Total Foreign,Soybean Oil,Proj.,53.839999999999996
May 2023,United States,Soybean Oil,Proj.,13.190000000000001
May 2023,World,Soybean Oil,Proj.,67.03
May 2023,World Less China,Soybean Oil,Proj.,49.38
May 2023,Argentina,"Oilseed, Soybean",Proj.,66.15
May 2023,Brazil,"Oilseed, Soybean",Proj.,196.1
May 2023,China,"Oilseed, Soybean",Proj.,56.3
May 2023,European Union,"Oilseed, Soybean",Proj.,4.58
May 2023,Major Exporters,"Oilseed, Soybean",Proj.,275.43
May 2023,Major Importers,"Oilseed, Soybean",Proj.,63.2
May 2023,Mexico,"Oilseed, Soybean",Proj.,0.5700000000000001
May 2023,Paraguay,"Oilseed, Soybean",Proj.,10.16
May 2023,Southeast Asia,"Oilseed, Soybean",Proj.,1.2
May 2023,Total Foreign,"Oilseed, Soybean",Proj.,383.02
May 2023,United States,"Oilseed, Soybean",Proj.,128.6
May 2023,World,"Oilseed, Soybean",Proj.,511.63
May 2023,World Less China,"Oilseed, Soybean",Proj.,455.34
May 2023,Argentina,Wheat,Proj.,22.03
May 2023,Australia,Wheat,Proj.,32.15
May 2023,Bangladesh,Wheat,Proj.,1.81
May 2023,Brazil,Wheat,Proj.,11.78
May 2023,Canada,Wheat,Proj.,39.54
May 2023,China,Wheat,Proj.,279.08000000000004
May 2023,European Union,Wheat,Proj.,155.16
May 2023,India,Wheat,Proj.,119.5
May 2023,Japan,Wheat,Proj.,2.44
May 2023,Kazakhstan,Wheat,Proj.,16.8
May 2023,Major Exporters,Wheat,Proj.,366.76
May 2023,Major Importers,Wheat,Proj.,383.28
May 2023,N. Africa,Wheat,Proj.,26.6
May 2023,Nigeria,Wheat,Proj.,0.45
May 2023,Russia,Wheat,Proj.,99.14
May 2023,Sel. Mideast,Wheat,Proj.,30.15
May 2023,Southeast Asia,Wheat,Proj.,3.93
May 2023,Total Foreign,Wheat,Proj.,994.61
May 2023,Ukraine,Wheat,Proj.,18.740000000000002
May 2023,United Kingdom,Wheat,Proj.,17.990000000000002
May 2023,United States,Wheat,Proj.,61.44
May 2023,World,Wheat,Proj.,1056.04
May 2023,World Less China,Wheat,Proj.,776.96
June 2023,Argentina,Coarse Grain,Proj.,65.1
June 2023,Australia,Coarse Grain,Proj.,17.35
June 2023,Brazil,Coarse Grain,Proj.,142.82000000000002
June 2023,Canada,Coarse Grain,Proj.,32.83
June 2023,China,Coarse Grain,Proj.,494.15
June 2023,European Union,Coarse Grain,Proj.,159.73000000000002
June 2023,Japan,Coarse Grain,Proj.,1.8
June 2023,Major Exporters,Coarse Grain,Proj.,355.64000000000004
June 2023,Major Importers,Coarse Grain,Proj.,276.28999999999996
June 2023,Mexico,Coarse Grain,Proj.,36.52
June 2023,N. Afr & Mideast,Coarse Grain,Proj.,39.83
June 2023,Russia,Coarse Grain,Proj.,44.57
June 2023,Saudi Arabia,Coarse Grain,Proj.,1.3599999999999999
June 2023,South Korea,Coarse Grain,Proj.,2.07
June 2023,Southeast Asia,Coarse Grain,Proj.,34.36
June 2023,Total Foreign,Coarse Grain,Proj.,1396.73
June 2023,Ukraine,Coarse Grain,Proj.,33.910000000000004
June 2023,United States,Coarse Grain,Proj.,441.48
June 2023,World,Coarse Grain,Proj.,1838.21
June 2023,World Less China,Coarse Grain,Proj.,1344.06
June 2023,Argentina,Corn,Proj.,55.51
June 2023,Brazil,Corn,Proj.,136.97
June 2023,Canada,Corn,Proj.,16.79
June 2023,China,Corn,Proj.,485.32
June 2023,Egypt,Corn,Proj.,9.1
June 2023,European Union,Corn,Proj.,71.38
June 2023,Japan,Corn,Proj.,1.41
June 2023,Major Exporters,Corn,Proj.,253.79
June 2023,Major Importers,Corn,Proj.,148.87
June 2023,Mexico,Corn,Proj.,30.06
June 2023,Russia,Corn,Proj.,17.21
June 2023,South Africa,Corn,Proj.,18.21
June 2023,South Korea,Corn,Proj.,1.99
June 2023,Southeast Asia,Corn,Proj.,34.300000000000004
June 2023,Total Foreign,Corn,Proj.,1095.7
June 2023,Ukraine,Corn,Proj.,25.89
June 2023,United States,Corn,Proj.,424.62
June 2023,World,Corn,Proj.,1520.32
June 2023,World Less China,Corn,Proj.,1035.01
June 2023,Afr. Fr. Zone,Cotton,Proj.,6.75
June 2023,Australia,Cotton,Proj.,9.74
June 2023,Bangladesh,Cotton,Proj.,2.04
June 2023,Brazil,Cotton,Proj.,28.6
June 2023,Central Asia,Cotton,Proj.,8.59
June 2023,China,Cotton,Proj.,66.14
June 2023,European Union,Cotton,Proj.,1.95
June 2023,India,Cotton,Proj.,36.6
June 2023,Indonesia,Cotton,Proj.,0.35
June 2023,Major Exporters,Cotton,Proj.,95.74000000000001
June 2023,Major Importers,Cotton,Proj.,88.22999999999999
June 2023,Mexico,Cotton,Proj.,1.9300000000000002
June 2023,Pakistan,Cotton,Proj.,7.4
June 2023,S. Hemis.,Cotton,Proj.,42.870000000000005
June 2023,Thailand,Cotton,Proj.,0.15
June 2023,Total Foreign,Cotton,Proj.,189.91
June 2023,Turkey,Cotton,Proj.,7.109999999999999
June 2023,United States,Cotton,Proj.,19.7
June 2023,Vietnam,Cotton,Proj.,0.98
June 2023,World,Cotton,Proj.,209.61
June 2023,World Less China,Cotton,Proj.,143.47
June 2023,Brazil,Rice,Proj.,7.3999999999999995
June 2023,Burma,Rice,Proj.,13.08
June 2023,C. Amer & Carib,Rice,Proj.,2.0700000000000003
June 2023,China,Rice,Proj.,255.8
June 2023,Egypt,Rice,Proj.,4.4399999999999995
June 2023,European Union,Rice,Proj.,2.36
June 2023,India,Rice,Proj.,169.0
June 2023,Indonesia,Rice,Proj.,37.800000000000004
June 2023,Japan,Rice,Proj.,9.25
June 2023,Major Exporters,Rice,Proj.,242.95
June 2023,Major Importers,Rice,Proj.,363.43
June 2023,Mexico,Rice,Proj.,0.26
June 2023,Nigeria,Rice,Proj.,7.23
June 2023,Pakistan,Rice,Proj.,9.86
June 2023,Philippines,Rice,Proj.,16.1
June 2023,Sel. Mideast,Rice,Proj.,3.51
June 2023,South Korea,Rice,Proj.,5.029999999999999
June 2023,Thailand,Rice,Proj.,22.25
June 2023,Total Foreign,Rice,Proj.,687.02
June 2023,United States,Rice,Proj.,6.96
June 2023,Vietnam,Rice,Proj.,28.75
June 2023,World,Rice,Proj.,693.98
June 2023,World Less China,Rice,Proj.,438.18
June 2023,Argentina,Soybean Meal,Proj.,29.83
June 2023,Brazil,Soybean Meal,Proj.,46.660000000000004
June 2023,China,Soybean Meal,Proj.,75.24
June 2023,European Union,Soybean Meal,Proj.,12.440000000000001
June 2023,India,Soybean Meal,Proj.,8.03
June 2023,Major Exporters,Soybean Meal,Proj.,84.52
June 2023,Major Importers,Soybean Meal,Proj.,25.279999999999998
June 2023,Mexico,Soybean Meal,Proj.,5.3999999999999995
June 2023,Southeast Asia,Soybean Meal,Proj.,5.4399999999999995
June 2023,Total Foreign,Soybean Meal,Proj.,223.0
June 2023,United States,Soybean Meal,Proj.,49.65
June 2023,World,Soybean Meal,Proj.,272.65000000000003
June 2023,World Less China,Soybean Meal,Proj.,197.41000000000003
June 2023,Argentina,Soybean Oil,Proj.,7.5200000000000005
June 2023,Brazil,Soybean Oil,Proj.,11.14
June 2023,China,Soybean Oil,Proj.,17.65
June 2023,European Union,Soybean Oil,Proj.,3.37
June 2023,India,Soybean Oil,Proj.,1.91
June 2023,Major Exporters,Soybean Oil,Proj.,22.72
June 2023,Major Importers,Soybean Oil,Proj.,21.34
June 2023,North Africa,Soybean Oil,Proj.,1.25
June 2023,Total Foreign,Soybean Oil,Proj.,53.69
June 2023,United States,Soybean Oil,Proj.,13.190000000000001
June 2023,World,Soybean Oil,Proj.,66.89
June 2023,World Less China,Soybean Oil,Proj.,49.23
June 2023,Argentina,"Oilseed, Soybean",Proj.,65.55
June 2023,Brazil,"Oilseed, Soybean",Proj.,196.55
June 2023,China,"Oilseed, Soybean",Proj.,56.3
June 2023,European Union,"Oilseed, Soybean",Proj.,4.83
June 2023,Major Exporters,"Oilseed, Soybean",Proj.,275.28000000000003
June 2023,Major Importers,"Oilseed, Soybean",Proj.,63.45
June 2023,Mexico,"Oilseed, Soybean",Proj.,0.5700000000000001
June 2023,Paraguay,"Oilseed, Soybean",Proj.,10.16
June 2023,Southeast Asia,"Oilseed, Soybean",Proj.,1.2
June 2023,Total Foreign,"Oilseed, Soybean",Proj.,383.01
June 2023,United States,"Oilseed, Soybean",Proj.,129.01
June 2023,World,"Oilseed, Soybean",Proj.,512.02
June 2023,World Less China,"Oilseed, Soybean",Proj.,455.73
June 2023,Argentina,Wheat,Proj.,22.43
June 2023,Australia,Wheat,Proj.,32.15
June 2023,Bangladesh,Wheat,Proj.,1.81
June 2023,Brazil,Wheat,Proj.,12.129999999999999
June 2023,Canada,Wheat,Proj.,39.54
June 2023,China,Wheat,Proj.,279.58000000000004
June 2023,European Union,Wheat,Proj.,157.16
June 2023,India,Wheat,Proj.,123.0
June 2023,Japan,Wheat,Proj.,2.44
June 2023,Kazakhstan,Wheat,Proj.,16.8
June 2023,Major Exporters,Wheat,Proj.,373.15
June 2023,Major Importers,Wheat,Proj.,384.93
June 2023,N. Africa,Wheat,Proj.,26.300000000000004
June 2023,Nigeria,Wheat,Proj.,0.45
June 2023,Russia,Wheat,Proj.,102.64
June 2023,Sel. Mideast,Wheat,Proj.,30.45
June 2023,Southeast Asia,Wheat,Proj.,3.83
June 2023,Total Foreign,Wheat,Proj.,1005.25
June 2023,Ukraine,Wheat,Proj.,19.23
June 2023,United Kingdom,Wheat,Proj.,18.189999999999998
June 2023,United States,Wheat,Proj.,61.6
June 2023,World,Wheat,Proj.,1066.8500000000001
June 2023,World Less China,Wheat,Proj.,787.2700000000001
July 2023,Argentina,Coarse Grain,Proj.,65.95
July 2023,Australia,Coarse Grain,Proj.,17.25
July 2023,Brazil,Coarse Grain,Proj.,142.82000000000002
July 2023,Canada,Coarse Grain,Proj.,32.91
July 2023,China,Coarse Grain,Proj.,494.15
July 2023,European Union,Coarse Grain,Proj.,156.41000000000003
July 2023,Japan,Coarse Grain,Proj.,1.8
July 2023,Major Exporters,Coarse Grain,Proj.,356.19000000000005
July 2023,Major Importers,Coarse Grain,Proj.,273.3
July 2023,Mexico,Coarse Grain,Proj.,36.52
July 2023,N. Afr & Mideast,Coarse Grain,Proj.,40.120000000000005
July 2023,Russia,Coarse Grain,Proj.,44.57
July 2023,Saudi Arabia,Coarse Grain,Proj.,1.3599999999999999
July 2023,South Korea,Coarse Grain,Proj.,2.07
July 2023,Southeast Asia,Coarse Grain,Proj.,34.379999999999995
July 2023,Total Foreign,Coarse Grain,Proj.,1394.27
July 2023,Ukraine,Coarse Grain,Proj.,33.629999999999995
July 2023,United States,Coarse Grain,Proj.,442.53
July 2023,World,Coarse Grain,Proj.,1836.8000000000002
July 2023,World Less China,Coarse Grain,Proj.,1342.6499999999999
July 2023,Argentina,Corn,Proj.,55.51
July 2023,Brazil,Corn,Proj.,136.97
July 2023,Canada,Corn,Proj.,17.490000000000002
July 2023,China,Corn,Proj.,485.32
July 2023,Egypt,Corn,Proj.,9.1
July 2023,European Union,Corn,Proj.,70.48
July 2023,Japan,Corn,Proj.,1.41
July 2023,Major Exporters,Corn,Proj.,254.29
July 2023,Major Importers,Corn,Proj.,148.0
July 2023,Mexico,Corn,Proj.,30.06
July 2023,Russia,Corn,Proj.,17.21
July 2023,South Africa,Corn,Proj.,18.21
July 2023,South Korea,Corn,Proj.,1.99
July 2023,Southeast Asia,Corn,Proj.,34.32
July 2023,Total Foreign,Corn,Proj.,1096.01
July 2023,Ukraine,Corn,Proj.,26.39
July 2023,United States,Corn,Proj.,424.75
July 2023,World,Corn,Proj.,1520.77
July 2023,World Less China,Corn,Proj.,1035.45
July 2023,Afr. Fr. Zone,Cotton,Proj.,6.75
July 2023,Australia,Cotton,Proj.,9.74
July 2023,Bangladesh,Cotton,Proj.,2.04
July 2023,Brazil,Cotton,Proj.,29.1
July 2023,Central Asia,Cotton,Proj.,8.63
July 2023,China,Cotton,Proj.,65.99000000000001
July 2023,European Union,Cotton,Proj.,1.94
July 2023,India,Cotton,Proj.,37.1
July 2023,Indonesia,Cotton,Proj.,0.35
July 2023,Major Exporters,Cotton,Proj.,96.3
July 2023,Major Importers,Cotton,Proj.,88.71
July 2023,Mexico,Cotton,Proj.,1.9300000000000002
July 2023,Pakistan,Cotton,Proj.,8.0
July 2023,S. Hemis.,Cotton,Proj.,42.900000000000006
July 2023,Thailand,Cotton,Proj.,0.15
July 2023,Total Foreign,Cotton,Proj.,191.04000000000002
July 2023,Turkey,Cotton,Proj.,7.109999999999999
July 2023,United States,Cotton,Proj.,19.75
July 2023,Vietnam,Cotton,Proj.,1.03
July 2023,World,Cotton,Proj.,210.79000000000002
July 2023,World Less China,Cotton,Proj.,144.8
July 2023,Brazil,Rice,Proj.,7.3999999999999995
July 2023,Burma,Rice,Proj.,13.18
July 2023,C. Amer & Carib,Rice,Proj.,2.1
July 2023,China,Rice,Proj.,255.8
July 2023,Egypt,Rice,Proj.,4.4399999999999995
July 2023,European Union,Rice,Proj.,2.26
July 2023,India,Rice,Proj.,169.0
July 2023,Indonesia,Rice,Proj.,37.800000000000004
July 2023,Japan,Rice,Proj.,9.25
July 2023,Major Exporters,Rice,Proj.,243.17
July 2023,Major Importers,Rice,Proj.,363.25
July 2023,Mexico,Rice,Proj.,0.26
July 2023,Nigeria,Rice,Proj.,7.23
July 2023,Pakistan,Rice,Proj.,9.86
July 2023,Philippines,Rice,Proj.,16.1
July 2023,Sel. Mideast,Rice,Proj.,3.51
July 2023,South Korea,Rice,Proj.,5.02
July 2023,Thailand,Rice,Proj.,22.08
July 2023,Total Foreign,Rice,Proj.,687.14
July 2023,United States,Rice,Proj.,7.1899999999999995
July 2023,Vietnam,Rice,Proj.,29.06
July 2023,World,Rice,Proj.,694.3299999999999
July 2023,World Less China,Rice,Proj.,438.53
July 2023,Argentina,Soybean Meal,Proj.,30.0
July 2023,Brazil,Soybean Meal,Proj.,46.42
July 2023,China,Soybean Meal,Proj.,75.24
July 2023,European Union,Soybean Meal,Proj.,12.440000000000001
July 2023,India,Soybean Meal,Proj.,8.11
July 2023,Major Exporters,Soybean Meal,Proj.,84.53
July 2023,Major Importers,Soybean Meal,Proj.,24.84
July 2023,Mexico,Soybean Meal,Proj.,5.319999999999999
July 2023,Southeast Asia,Soybean Meal,Proj.,5.09
July 2023,Total Foreign,Soybean Meal,Proj.,221.9
July 2023,United States,Soybean Meal,Proj.,49.47
July 2023,World,Soybean Meal,Proj.,271.37
July 2023,World Less China,Soybean Meal,Proj.,196.13
July 2023,Argentina,Soybean Oil,Proj.,7.5200000000000005
July 2023,Brazil,Soybean Oil,Proj.,11.040000000000001
July 2023,China,Soybean Oil,Proj.,17.88
July 2023,European Union,Soybean Oil,Proj.,3.37
July 2023,India,Soybean Oil,Proj.,2.11
July 2023,Major Exporters,Soybean Oil,Proj.,22.630000000000003
July 2023,Major Importers,Soybean Oil,Proj.,21.61
July 2023,North Africa,Soybean Oil,Proj.,1.16
July 2023,Total Foreign,Soybean Oil,Proj.,53.650000000000006
July 2023,United States,Soybean Oil,Proj.,13.14
July 2023,World,Soybean Oil,Proj.,66.79
July 2023,World Less China,Soybean Oil,Proj.,48.91
July 2023,Argentina,"Oilseed, Soybean",Proj.,65.55
July 2023,Brazil,"Oilseed, Soybean",Proj.,196.05
July 2023,China,"Oilseed, Soybean",Proj.,57.27
July 2023,European Union,"Oilseed, Soybean",Proj.,4.83
July 2023,Major Exporters,"Oilseed, Soybean",Proj.,274.8
July 2023,Major Importers,"Oilseed, Soybean",Proj.,64.4
July 2023,Mexico,"Oilseed, Soybean",Proj.,0.5700000000000001
July 2023,Paraguay,"Oilseed, Soybean",Proj.,10.16
July 2023,Southeast Asia,"Oilseed, Soybean",Proj.,1.18
July 2023,Total Foreign,"Oilseed, Soybean",Proj.,384.22999999999996
July 2023,United States,"Oilseed, Soybean",Proj.,123.98
July 2023,World,"Oilseed, Soybean",Proj.,508.21000000000004
July 2023,World Less China,"Oilseed, Soybean",Proj.,450.94
July 2023,Argentina,Wheat,Proj.,20.43
July 2023,Australia,Wheat,Proj.,31.84
July 2023,Bangladesh,Wheat,Proj.,2.0100000000000002
July 2023,Brazil,Wheat,Proj.,12.03
July 2023,Canada,Wheat,Proj.,37.54
July 2023,China,Wheat,Proj.,279.03
July 2023,European Union,Wheat,Proj.,155.66
July 2023,India,Wheat,Proj.,123.0
July 2023,Japan,Wheat,Proj.,2.44
July 2023,Kazakhstan,Wheat,Proj.,17.0
July 2023,Major Exporters,Wheat,Proj.,366.23
July 2023,Major Importers,Wheat,Proj.,387.91999999999996
July 2023,N. Africa,Wheat,Proj.,28.82
July 2023,Nigeria,Wheat,Proj.,0.45
July 2023,Russia,Wheat,Proj.,101.64
July 2023,Sel. Mideast,Wheat,Proj.,30.32
July 2023,Southeast Asia,Wheat,Proj.,3.53
July 2023,Total Foreign,Wheat,Proj.,1002.86
July 2023,Ukraine,Wheat,Proj.,19.13
July 2023,United Kingdom,Wheat,Proj.,17.990000000000002
July 2023,United States,Wheat,Proj.,63.12
July 2023,World,Wheat,Proj.,1065.98
July 2023,World Less China,Wheat,Proj.,786.9499999999999
August 2023,Argentina,Coarse Grain,Proj.,65.92
August 2023,Australia,Coarse Grain,Proj.,17.25
August 2023,Brazil,Coarse Grain,Proj.,143.83
August 2023,Canada,Coarse Grain,Proj.,32.0
August 2023,China,Coarse Grain,Proj.,491.15
August 2023,European Union,Coarse Grain,Proj.,150.82999999999998
August 2023,Japan,Coarse Grain,Proj.,1.77
August 2023,Major Exporters,Coarse Grain,Proj.,356.35
August 2023,Major Importers,Coarse Grain,Proj.,267.54
August 2023,Mexico,Coarse Grain,Proj.,36.57
August 2023,N. Afr & Mideast,Coarse Grain,Proj.,40.06
August 2023,Russia,Coarse Grain,Proj.,41.72
August 2023,Saudi Arabia,Coarse Grain,Proj.,1.3599999999999999
August 2023,South Korea,Coarse Grain,Proj.,2.07
August 2023,Southeast Asia,Coarse Grain,Proj.,34.26
August 2023,Total Foreign,Coarse Grain,Proj.,1385.2
August 2023,Ukraine,Coarse Grain,Proj.,36.12
August 2023,United States,Coarse Grain,Proj.,438.21999999999997
August 2023,World,Coarse Grain,Proj.,1823.4
August 2023,World Less China,Coarse Grain,Proj.,1332.26
August 2023,Argentina,Corn,Proj.,55.51
August 2023,Brazil,Corn,Proj.,137.97
August 2023,Canada,Corn,Proj.,17.490000000000002
August 2023,China,Corn,Proj.,482.32
August 2023,Egypt,Corn,Proj.,9.1
August 2023,European Union,Corn,Proj.,66.89
August 2023,Japan,Corn,Proj.,1.3800000000000001
August 2023,Major Exporters,Corn,Proj.,256.53000000000003
August 2023,Major Importers,Corn,Proj.,144.25
August 2023,Mexico,Corn,Proj.,30.06
August 2023,Russia,Corn,Proj.,15.51
August 2023,South Africa,Corn,Proj.,18.650000000000002
August 2023,South Korea,Corn,Proj.,1.99
August 2023,Southeast Asia,Corn,Proj.,34.2
August 2023,Total Foreign,Corn,Proj.,1090.59
August 2023,Ukraine,Corn,Proj.,28.89
August 2023,United States,Corn,Proj.,420.83
August 2023,World,Corn,Proj.,1511.42
August 2023,World Less China,Corn,Proj.,1029.1
August 2023,Afr. Fr. Zone,Cotton,Proj.,6.45
August 2023,Australia,Cotton,Proj.,10.14
August 2023,Bangladesh,Cotton,Proj.,2.14
August 2023,Brazil,Cotton,Proj.,29.14
August 2023,Central Asia,Cotton,Proj.,8.48
August 2023,China,Cotton,Proj.,65.36
August 2023,European Union,Cotton,Proj.,1.9
August 2023,India,Cotton,Proj.,37.2
August 2023,Indonesia,Cotton,Proj.,0.35
August 2023,Major Exporters,Cotton,Proj.,96.5
August 2023,Major Importers,Cotton,Proj.,88.0
August 2023,Mexico,Cotton,Proj.,1.78
August 2023,Pakistan,Cotton,Proj.,8.05
August 2023,S. Hemis.,Cotton,Proj.,43.480000000000004
August 2023,Thailand,Cotton,Proj.,0.15
August 2023,Total Foreign,Cotton,Proj.,190.55
August 2023,Turkey,Cotton,Proj.,7.029999999999999
August 2023,United States,Cotton,Proj.,17.69
August 2023,Vietnam,Cotton,Proj.,1.03
August 2023,World,Cotton,Proj.,208.25
August 2023,World Less China,Cotton,Proj.,142.89000000000001
August 2023,Brazil,Rice,Proj.,7.5
August 2023,Burma,Rice,Proj.,13.18
August 2023,C. Amer & Carib,Rice,Proj.,2.1
August 2023,China,Rice,Proj.,255.6
August 2023,Egypt,Rice,Proj.,4.4399999999999995
August 2023,European Union,Rice,Proj.,2.28
August 2023,India,Rice,Proj.,170.0
August 2023,Indonesia,Rice,Proj.,37.900000000000006
August 2023,Japan,Rice,Proj.,9.25
August 2023,Major Exporters,Rice,Proj.,243.67
August 2023,Major Importers,Rice,Proj.,363.03999999999996
August 2023,Mexico,Rice,Proj.,0.26
August 2023,Nigeria,Rice,Proj.,7.23
August 2023,Pakistan,Rice,Proj.,9.86
August 2023,Philippines,Rice,Proj.,16.08
August 2023,Sel. Mideast,Rice,Proj.,3.51
August 2023,South Korea,Rice,Proj.,5.02
August 2023,Thailand,Rice,Proj.,22.08
August 2023,Total Foreign,Rice,Proj.,687.49
August 2023,United States,Rice,Proj.,7.25
August 2023,Vietnam,Rice,Proj.,28.56
August 2023,World,Rice,Proj.,694.73
August 2023,World Less China,Rice,Proj.,439.13
August 2023,Argentina,Soybean Meal,Proj.,30.200000000000003
August 2023,Brazil,Soybean Meal,Proj.,46.42
August 2023,China,Soybean Meal,Proj.,75.24
August 2023,European Union,Soybean Meal,Proj.,12.440000000000001
August 2023,India,Soybean Meal,Proj.,8.11
August 2023,Major Exporters,Soybean Meal,Proj.,84.72
August 2023,Major Importers,Soybean Meal,Proj.,24.86
August 2023,Mexico,Soybean Meal,Proj.,5.319999999999999
August 2023,Southeast Asia,Soybean Meal,Proj.,5.109999999999999
August 2023,Total Foreign,Soybean Meal,Proj.,221.47
August 2023,United States,Soybean Meal,Proj.,49.47
August 2023,World,Soybean Meal,Proj.,270.94
August 2023,World Less China,Soybean Meal,Proj.,195.7
August 2023,Argentina,Soybean Oil,Proj.,7.49
August 2023,Brazil,Soybean Oil,Proj.,11.040000000000001
August 2023,China,Soybean Oil,Proj.,18.169999999999998
August 2023,European Union,Soybean Oil,Proj.,3.37
August 2023,India,Soybean Oil,Proj.,2.11
August 2023,Major Exporters,Soybean Oil,Proj.,22.59
August 2023,Major Importers,Soybean Oil,Proj.,21.83
August 2023,North Africa,Soybean Oil,Proj.,1.16
August 2023,Total Foreign,Soybean Oil,Proj.,53.77
August 2023,United States,Soybean Oil,Proj.,13.11
August 2023,World,Soybean Oil,Proj.,66.89
August 2023,World Less China,Soybean Oil,Proj.,48.72
August 2023,Argentina,"Oilseed, Soybean",Proj.,65.7
August 2023,Brazil,"Oilseed, Soybean",Proj.,195.95
August 2023,China,"Oilseed, Soybean",Proj.,57.27
August 2023,European Union,"Oilseed, Soybean",Proj.,4.63
August 2023,Major Exporters,"Oilseed, Soybean",Proj.,274.88
August 2023,Major Importers,"Oilseed, Soybean",Proj.,64.2
August 2023,Mexico,"Oilseed, Soybean",Proj.,0.5700000000000001
